"#";"Url";"Google index";"SEMrush backlinks";"SEMrush subdomain backlinks";"SEMrush publisher display ads"
"42";"https://mackinstitute.wharton.upenn.edu/2017/innovation-interview-business-radio/";"3,080";"4";"14074";"1"
"43";"https://knowledge.wharton.upenn.edu/article/u-s-china-trade-war-really-future-innovation/";"16,200";"45";"774552";"1"
"44";"https://mackinstitute.wharton.upenn.edu/category/podcasts/mastering-innovation/page/2/";"3,080";"0";"14074";"1"
"45";"https://repository.upenn.edu/mgmt_papers/348/";"167,000";"0";"1842900";"1"
"46";"https://knowledge.wharton.upenn.edu/article/government-policies-processes-hurting-innovation-china/";"16,200";"1";"774552";"1"
"47";"https://mackinstitute.wharton.upenn.edu/wp-content/uploads/2013/04/Lakhani-Karim-Lifshitz-As-Hila-Tushman-Michael_Open-Innovation-and-Organizational-Boundaries.pdf";"3,080";"3";"14074";"1"
"48";"https://knowledge.wharton.upenn.edu/article/why-disruptive-innovation-doesnt-always-hurt-market-leaders/";"16,200";"wait...";"774552";"1"
"49";"https://mackinstitute.wharton.upenn.edu/2018/leaps-in-innovation-the-bolt-versus-bannister-effect-in-algorithmic-tournaments/";"3,080";"0";"14074";"1"
"50";"https://mackinstitute.wharton.upenn.edu/wp-content/uploads/2012/12/Organizing-for-Innovation_Full-Conference-Summary_Mack-Center.pdf";"3,080";"wait...";"14074";"1"
"51";"https://knowledge.wharton.upenn.edu/article/vijay-govindarajan-how-reverse-innovation-can-change-the-world/";"16,200";"wait...";"774552";"1"
"52";"https://executiveeducation.wharton.upenn.edu/thought-leadership/wharton-at-work/2016/02/stop-fearing-failure/";"2,010";"wait...";"48061";"1"
"53";"https://knowledge.wharton.upenn.edu/article/bcgs-harold-sirkin-on-how-firms-can-reap-the-rewards-of-innovation/";"16,200";"wait...";"774552";"1"
"54";"https://knowledge.wharton.upenn.edu/article/medical-innovation-costs-outweigh-benefits/";"16,200";"wait...";"774552";"1"
"55";"https://mackinstitute.wharton.upenn.edu/2015/all-effective-innovations-are-derived-from-a-profound-understanding-of-the-user/";"3,080";"wait...";"14074";"1"
"56";"https://knowledge.wharton.upenn.edu/article/innovation-key-india-surge-ahead/";"16,200";"wait...";"774552";"1"
"57";"https://scholarship.law.upenn.edu/faculty_scholarship/1903/";"69,300";"wait...";"1036442";"1"
"58";"https://repository.upenn.edu/cgi/viewcontent.cgi?article=1304&context=mgmt_papers";"167,000";"wait...";"1842900";"1"
"59";"https://knowledge.wharton.upenn.edu/article/borderless-innovation-stretching-company-boundaries-to-come-up-with-new-ideas/";"16,200";"wait...";"774552";"1"
"60";"https://knowledge.wharton.upenn.edu/article/what-drives-innovation-in-health-care/";"16,200";"wait...";"774552";"1"
"61";"https://knowledge.wharton.upenn.edu/article/inside-a-health-care-innovation-center/";"16,200";"wait...";"774552";"1"
"62";"https://executiveeducation.wharton.upenn.edu/thought-leadership/wharton-at-work/2012/05/scenario-planning/";"2,010";"wait...";"48061";"1"
"63";"https://knowledge.wharton.upenn.edu/article/the-first-step-to-successful-innovation-choosing-the-right-partners/";"16,200";"wait...";"774552";"1"
"64";"https://repository.upenn.edu/oid_papers/192/";"167,000";"wait...";"1842900";"1"
"65";"https://executiveeducation.wharton.upenn.edu/thought-leadership/wharton-at-work/2014/10/capabilities-that-drive-growth/";"2,010";"wait...";"48061";"1"
"66";"https://mackinstitute.wharton.upenn.edu/2015/to-create-a-culture-of-innovation-learn-to-celebrate-failure/";"3,080";"wait...";"14074";"1"
"67";"https://mackinstitute.wharton.upenn.edu/2016/innovation-is-the-new-competition/";"3,080";"wait...";"14074";"1"
"68";"https://knowledge.wharton.upenn.edu/article/when-to-gamble-and-when-to-fold-innovation-strategies-for-a-new-economy/";"16,200";"wait...";"774552";"1"
"69";"https://repository.upenn.edu/cgi/viewcontent.cgi?article=1445&context=fnce_papers";"167,000";"wait...";"1842900";"1"
"70";"https://mackinstitute.wharton.upenn.edu/2015/the-first-step-to-successful-innovation-choosing-the-right-partners/";"3,080";"wait...";"14074";"1"
"71";"https://globalyouth.wharton.upenn.edu/articles/entrepreneurs-leaders/innovation/";"2,730";"wait...";"32705";"1"
"72";"https://knowledge.wharton.upenn.edu/article/innovation-almost-bankrupted-lego-until-it-rebuilt-with-a-better-blueprint/";"16,200";"wait...";"774552";"1"
"73";"https://knowledge.wharton.upenn.edu/article/innovation-prowess-george-s-day-on-what-distinguishes-growth-leaders/";"16,200";"wait...";"774552";"1"
"74";"https://knowledge.wharton.upenn.edu/article/chinas-growing-talent-for-innovation/";"16,200";"wait...";"774552";"1"
"75";"https://executiveeducation.wharton.upenn.edu/thought-leadership/wharton-at-work/2013/10/five-tips-for-innovation/";"2,010";"wait...";"48061";"1"
"76";"https://knowledge.wharton.upenn.edu/article/why-an-economic-crisis-could-be-the-right-time-for-companies-to-engage-in-disruptive-innovation/";"16,200";"wait...";"774552";"1"
"77";"https://mackinstitute.wharton.upenn.edu/2015/how-to-cultivate-innovation-for-the-long-run/";"3,080";"wait...";"14074";"1"
"78";"https://socialimpact.wharton.upenn.edu/news/incubating-accelerating-innovation/";"wait...";"wait...";"wait...";"1"
"79";"http://www-management.wharton.upenn.edu/pennings/documents/Hensderson_and_Clark_ASQ_1990.pdf";"wait...";"wait...";"wait...";"1"
"80";"https://knowledge.wharton.upenn.edu/article/finding-money-for-innovation-develop-those-people-skills/";"16,200";"wait...";"774552";"1"
"81";"https://knowledge.wharton.upenn.edu/article/finding-that-sweet-spot-a-new-way-to-drive-innovation/";"16,200";"wait...";"774552";"1"
"82";"https://mackinstitute.wharton.upenn.edu/2014/the-importance-of-the-raw-idea-in-innovation-testing-the-sows-ear-hypothesis/";"3,080";"wait...";"14074";"1"
"83";"https://knowledge.wharton.upenn.edu/article/why-sharing-failures-can-speed-up-innovation/";"16,200";"wait...";"774552";"1"
"84";"https://knowledge.wharton.upenn.edu/article/march-madness-for-innovation/";"16,200";"wait...";"774552";"1"
"85";"https://knowledge.wharton.upenn.edu/article/how-group-dynamics-may-be-killing-innovation/";"16,200";"wait...";"774552";"1"
"86";"https://knowledge.wharton.upenn.edu/article/ben-franklin-forum-on-innovation-what-can-you-learn-from-the-worlds-top-innovators/";"16,200";"wait...";"774552";"1"
"87";"https://knowledge.wharton.upenn.edu/article/innovation-gap/";"16,200";"wait...";"774552";"1"
"88";"https://knowledge.wharton.upenn.edu/article/nurturing-innovation-geography-matter/";"16,200";"2";"774552";"1"
"89";"https://www.gse.upenn.edu/news/penn-gse%E2%80%99s-innovation-research-display-sxswedu-conference";"6,210";"0";"118312";"1"
"90";"https://mackinstitute.wharton.upenn.edu/2014/innovation-just-startups/";"3,080";"1";"14074";"1"
"91";"https://penntoday.upenn.edu/news/university-pennsylvania-establishes-penn-center-innovation";"38,900";"wait...";"1749095";"1"
"92";"https://knowledge.wharton.upenn.edu/article/how-seemingly-irrelevant-ideas-lead-to-breakthrough-innovation/";"16,200";"22";"774552";"1"
"93";"https://knowledge.wharton.upenn.edu/article/innovation-the-new-two-way-play/";"16,200";"wait...";"774552";"1"
"94";"https://knowledge.wharton.upenn.edu/article/being-cautious-is-to-stop-moving-how-innovation-and-entrepreneurship-can-bring-societal-change-2/";"16,200";"0";"774552";"1"
"95";"https://knowledge.wharton.upenn.edu/";"16,200";"9989";"774552";"1"
